"","id","name","feature","subfeature"
"101","node/2056021920","潮肉壽喜燒東豐本店","amenity","restaurant"
"102","node/2348919643","東區粉圓冰店(Eastern Ice Store)","amenity","cafe"
"103","node/2365905406","1976","amenity","restaurant"
"104","node/2420107108","Hello Kitty Sweets Restaurant","amenity","restaurant"
"105","node/2470163462","Cross Cafe","amenity","cafe"
"106","node/2470176170","享Cafe","amenity","cafe"
"107","node/2512628156","仁愛醫院","amenity","bicycle_re"
"108","node/2530320293","國泰世華銀行","amenity","bank"
"109","node/2593828215","咖啡弄(敦化店)","amenity","cafe"
"110","node/2666428755","香港茶水攤","amenity","restaurant"
"111","node/2676444860","台灣銀行忠孝分行","amenity","bank"
"112","node/2676910194","Evan's Burger","amenity","fast_food"
"113","node/2730242990","穗科手打烏龍麵(忠孝店)","amenity","restaurant"
"114","node/2782015539","麥當勞","amenity","fast_food"
"115","node/2787383686","屈臣氏","amenity","pharmacy"
"116","node/2787383726","牛角日本燒肉專門店","amenity","restaurant"
"117","node/2787383729","溫野菜日本涮涮鍋專門店","amenity","restaurant"
"118","node/2787383735",NA,"amenity","post_offic"
"119","node/2787426162","李記雞排專賣店","amenity","restaurant"
"120","node/2787426169","義麵坊","amenity","restaurant"
"121","node/2787426172","涓豆腐","amenity","restaurant"
"122","node/2787513553","woogo","amenity","cafe"
"123","node/2787574032","鷹流拉麵","amenity","restaurant"
"124","node/2886368734","公用電話","amenity","telephone"
"125","node/2886368736","合作金庫銀行仁愛分行","amenity","bank"
"126","node/2886368738","公用電話","amenity","telephone"
"127","node/2886368741","垃圾桶","amenity","waste_bask"
"128","node/2886368743","垃圾桶","amenity","waste_bask"
"129","node/2886368745","中國信託銀行","amenity","bank"
"130","node/2886368746","垃圾桶","amenity","waste_bask"
"131","node/2886368748","Mighty Quinn's Barbeque Taiwan 麥笛昆 BBQ","amenity","restaurant"
"132","node/2886368751","公用電話","amenity","telephone"
"133","node/2886368757","郵箱","amenity","post_box"
"134","node/2886368758","郵箱","amenity","post_box"
"135","node/2886368761","垃圾桶","amenity","waste_bask"
"136","node/2886368764","垃圾桶","amenity","waste_bask"
"137","node/2886368765","垃圾桶","amenity","waste_bask"
"138","node/2886368767","垃圾桶","amenity","waste_bask"
"139","node/2886368768","臺灣企業銀行仁愛分行","amenity","bank"
"140","node/2886387166","垃圾桶","amenity","waste_bask"
"141","node/2886387167","公共電話","amenity","telephone"
"142","node/2886387168","公用電話","amenity","telephone"
"143","node/2923732898","果然匯","amenity","restaurant"
"144","node/3008135313","比特幣咖啡","amenity","cafe"
"145","node/3053060098","朝鮮味","amenity","restaurant"
"146","node/3080436554","聯邦銀行","amenity","bank"
"147","node/3105610882","好米亞","amenity","restaurant"
"148","node/3105611481","日光寒舍咖啡洋食館","amenity","restaurant"
"149","node/3105665729","新生命小組教會","amenity","place_of_w"
"150","node/3304641826","Häagen-Dazs","amenity","ice_cream"
"151","node/3304641827","IS COFFEE","amenity","cafe"
"152","node/3304641830","Royal Host","amenity","restaurant"
"153","node/3304641833","Tomad's","amenity","pharmacy"
"154","node/3304641840","一風堂","amenity","restaurant"
"155","node/3304641841","中國信託銀行","amenity","bank"
"156","node/3304641842","丹堤咖啡","amenity","cafe"
"157","node/3304641846","國泰世華銀行","amenity","bank"
"158","node/3304641847","天仁茗茶","amenity","cafe"
"159","node/3304641848","天台食堂","amenity","restaurant"
"160","node/3304641852","星巴克咖啡","amenity","cafe"
"161","node/3304641853","朝桂","amenity","restaurant"
"162","node/3304641863","欣葉","amenity","restaurant"
"163","node/3304641864","永福樓","amenity","restaurant"
"164","node/3304641865","海壽司","amenity","restaurant"
"165","node/3304641866","渣打銀行","amenity","bank"
"166","node/3304641867","爭鮮迴轉壽司","amenity","restaurant"
"167","node/3304641871","福勝亭","amenity","restaurant"
"168","node/3311796703","京星港式飲茶","amenity","restaurant"
"169","node/3311796704","彰化銀行忠孝東路分行","amenity","bank"
"170","node/3311796705","東區紅麵線","amenity","restaurant"
"171","node/3438462462","台新金控","amenity","bank"
"172","node/3445928391","La Crêperie","amenity","restaurant"
"173","node/3455846916","Paul","amenity","restaurant"
"174","node/3455846917","和民","amenity","restaurant"
"175","node/3510227227","月島文字燒","amenity","restaurant"
"176","node/3560189893",NA,"amenity","drinking_w"
"177","node/3592589613","古拉爵","amenity","restaurant"
"178","node/3618676739","蘋果工坊","amenity","restaurant"
"179","node/3618676740","星巴客","amenity","cafe"
"180","node/3637170874","一頭也黑毛和牛專賣店","amenity","restaurant"
"181","node/3732211225","Homey's cafe","amenity","cafe"
"182","node/3939158029",NA,"amenity","restaurant"
"183","node/4018209504","戰國網","amenity","internet_c"
"184","node/4018210622","東區地下街智慧圖書館","amenity","library"
"185","node/4071081914","Burger Fix","amenity","fast_food"
"186","node/4097515389","摩斯漢堡","amenity","fast_food"
"187","node/4097540389","杜老爺","amenity","ice_cream"
"188","node/4182492391",NA,"amenity","drinking_w"
"189","node/4215685990","惡犬食堂","amenity","restaurant"
"190","node/4217382153","凪(Nagi)","amenity","restaurant"
"191","node/4239569089","杏子豬排","amenity","restaurant"
"192","node/4255680091","Botega Del Vin","amenity","restaurant"
"193","node/4267540590","參合院","amenity","restaurant"
"194","node/4298943002","華南銀行","amenity","bank"
"195","node/4301001257","一品活蝦","amenity","restaurant"
"196","node/4301004792","紫琳蒸餃館","amenity","restaurant"
"197","node/4301004796","飯Bar Mini Restaurant","amenity","restaurant"
"198","node/4328118406","Cali Burger","amenity","restaurant"
"199","node/4328118407","DazzLING Cafe","amenity","cafe"
"200","node/4328118419","台南味葉家小卷料理","amenity","restaurant"
"201","node/4328118429","敦南愛爾麗診所","amenity","clinic"
"202","node/4328118430","新和東南亞料理","amenity","restaurant"
"203","node/4328118436","渣打銀行","amenity","bank"
"204","node/4328118605","總督牛排","amenity","restaurant"
"205","node/4360388416","點心菊吉小廚","amenity","restaurant"
"206","node/4375634592","Fourplay Cuisine☆","amenity","bar"
"207","node/4428547490","激安の食事酒場","amenity","restaurant"
"208","node/4440630691","度小月担仔面","amenity","restaurant"
"209","node/4509728391",NA,"amenity","bench"
"210","node/4524863569","LE BLANC","amenity","restaurant"
"211","node/4524863591","北平半畝園","amenity","restaurant"
"212","node/4524863986",NA,"amenity","toilets"
"213","node/4524863987","日藥本舖","amenity","pharmacy"
"214","node/4524863988","八方雲集","amenity","restaurant"
"215","node/4524863989",NA,"amenity","toilets"
"216","node/4524863991",NA,"amenity","post_box"
"217","node/4524863992","梅園牛肉麵館","amenity","restaurant"
"218","node/4524863993","Route 66","amenity","restaurant"
"219","node/4524863994","世田谷拉麵","amenity","restaurant"
"220","node/4524863995","Hello Kitty鍋","amenity","restaurant"
"221","node/4524863997","林家東區麵線","amenity","restaurant"
"222","node/4524863998","永誠藥局","amenity","pharmacy"
"223","node/4524863999","康祥藥局","amenity","pharmacy"
"224","node/4524864527",NA,"amenity","post_box"
"225","node/4524864529","食隨之味","amenity","restaurant"
"226","node/4524864563","春日日本料理","amenity","restaurant"
