"","id","name","feature","subfeature"
"119","node/3956221810","Orange看電車咖啡館供水點","amenity","drinking_w"
"120","node/4307603570",NA,"amenity","parking_en"
"121","node/4307603600","肯德基","amenity","fast_food"
"122","node/4329769378",NA,"amenity","motorcycle"
"123","node/4353390195","Sandwich party","amenity","restaurant"
"124","node/4425072390","食尚曼谷 bistro & lounge","amenity","restaurant"
"125","node/4430741591",NA,"amenity","bar"
"126","node/4460110820",NA,"amenity","restaurant"
"127","node/4483165494","星巴客","amenity","cafe"
"128","node/4483300290","老抽茶餐廳","amenity","restaurant"
"129","node/4483300690","滿佳香漢堡店","amenity","restaurant"
"130","node/4483300691","丞祖胡椒餅","amenity","deli"
"131","node/4483303090","台北市立聯合醫院","amenity","hospital"
"132","node/4483309891","宇音音樂教室","amenity","school"
"133","node/4483311389","真鍋咖啡館","amenity","cafe"
"134","node/4483314189","新東陽","amenity","restaurant"
"135","node/4483314289","士林國小","amenity","school"
"136","node/4483314291","韓玉館","amenity","restaurant"
"137","node/4483314296","士林夜市美食街","amenity","restaurant"
"138","node/4483316191","韓玉館","amenity","restaurant"
"139","node/4483316290","新東陽","amenity","restaurant"
"140","node/4483316491","大仕林火鍋","amenity","restaurant"
"141","node/4483316492","臺北市政府警察局外事服務站","amenity","police"
"142","node/4483316592","泰南吃","amenity","restaurant"
"143","node/4483316595","50岚","amenity","drinking_w"
"144","node/4483316694","泰南吃","amenity","restaurant"
"145","node/4483316789","pasta bar","amenity","restaurant"
"146","node/4483316795","士林公民會館","amenity","community_"
"147","node/4483317489","pasta bar","amenity","restaurant"
"148","node/4483324889","勝面","amenity","restaurant"
"149","node/4483324890","大苑子","amenity","drinking_w"
"150","node/4483325189","大苑子","amenity","drinking_w"
"151","node/4483333693","士林十全排骨","amenity","restaurant"
"152","node/4483333695","士林十全排骨","amenity","restaurant"
"153","node/4483338595","豪品味冰品","amenity","ice_cream"
"154","node/4483343791","晶亮牙醫診所","amenity","dentist"
"155","node/4483343794","忠誠號蚵仔煎","amenity","restaurant"
"156","node/4483350790","大餅包小餅","amenity","restaurant"
"157","node/4483354692","海豐","amenity","restaurant"
"158","node/4483357390","豪大大雞排","amenity","fast_food"
"159","node/4483358791","大統一牛排","amenity","restaurant"
"160","node/4483358792","以利泡泡冰","amenity","ice_cream"
"161","node/4483361891","順來十全排骨","amenity","restaurant"
"162","node/4483361892","黑輪大王","amenity","restaurant"
"163","node/4483367790","茶湯會","amenity","drinking_w"
"164","node/4483368490","永康街15號","amenity","fast_food"
"165","node/4483368492","天然養生工坊","amenity","drinking_w"
"166","node/4483372189","順來十全排骨","amenity","restaurant"
