"","id","name","feature","subfeature"
"338","node/4122373589",NA,"amenity","waste_bask"
"339","node/4149564834","VILLE CAFE","amenity","cafe"
"340","node/4149564836","京都日式平價拉麵","amenity","restaurant"
"341","node/4149564838","作客空間陳張府","amenity","cafe"
"342","node/4149564840","劉記川味牛肉麵","amenity","restaurant"
"343","node/4149564841","台南小吃","amenity","restaurant"
"344","node/4149564843","喜樂教會","amenity","place_of_w"
"345","node/4149564844","大嘴巴","amenity","restaurant"
"346","node/4149564845","大福利排骨大王","amenity","restaurant"
"347","node/4149564846","如來素食樂園","amenity","restaurant"
"348","node/4149564847","峨嵋餐廳","amenity","restaurant"
"349","node/4149564848","店長米粉湯","amenity","restaurant"
"350","node/4149564850","戀茶荳","amenity","cafe"
"351","node/4149564852","易牙居","amenity","restaurant"
"352","node/4149564855","柳橙檸檬","amenity","cafe"
"353","node/4149564857","泰好饌泰式料理","amenity","restaurant"
"354","node/4149564858","湛盧咖啡","amenity","cafe"
"355","node/4149564859",NA,"amenity","waste_bask"
"356","node/4149564869","聯邦銀行","amenity","bank"
"357","node/4149564873","蔗果站","amenity","cafe"
"358","node/4149564874","豚骨Mr拉麵","amenity","restaurant"
"359","node/4149564875","費斯達香草洋食館","amenity","restaurant"
"360","node/4149564877","金牛座平價牛排","amenity","restaurant"
"361","node/4149564878","阿正花枝羹蝦仁羹","amenity","restaurant"
"362","node/4149564879","黃金起司","amenity","restaurant"
"363","node/4149564880","龍延居雞膳食堂","amenity","restaurant"
"364","node/4149564881","59番食堂","amenity","restaurant"
"365","node/4195216489","公館夜市","amenity","marketplac"
"366","node/4207604629","第一銀行","amenity","bank"
"367","node/4230090490","靜壽司","amenity","restaurant"
"368","node/4236824120",NA,"amenity","waste_bask"
"369","node/4253208197","Laya Burger","amenity","fast_food"
"370","node/4253208199","e Coffee","amenity","cafe"
"371","node/4253208209","南城泰國雲南緬甸料理","amenity","restaurant"
"372","node/4253208214","奇芋記","amenity","ice_cream"
"373","node/4253208219","新三醫藥局","amenity","pharmacy"
"374","node/4253208221","永和豆漿","amenity","restaurant"
"375","node/4253208225",NA,"amenity","telephone"
"376","node/4253208226",NA,"amenity","toilets"
"377","node/4253208227",NA,"amenity","telephone"
"378","node/4253208228",NA,"amenity","telephone"
"379","node/4253208229",NA,"amenity","telephone"
"380","node/4253208230",NA,"amenity","telephone"
"381","node/4253208231",NA,"amenity","post_box"
"382","node/4253208237","美一美漢堡三明治","amenity","restaurant"
"383","node/4253208238","美味坊早餐","amenity","restaurant"
"384","node/4253208241","遠東福音會","amenity","place_of_w"
"385","node/4253208243","阿姨小吃自助餐","amenity","restaurant"
"386","node/4253208244","麗江小館","amenity","restaurant"
"387","node/4298881341","J House","amenity","restaurant"
"388","node/4298881343","Wen's,Kitchen","amenity","restaurant"
"389","node/4298881347","得記麻辣","amenity","restaurant"
"390","node/4298881348","新卡莎素食西餐廳","amenity","restaurant"
"391","node/4298881349","東園關東煮","amenity","restaurant"
"392","node/4298881350","水源里辦公室","amenity","community_"
"393","node/4298881351","泰豐味","amenity","restaurant"
"394","node/4298881352","滋滋咕嚕","amenity","restaurant"
"395","node/4298881356",NA,"amenity","waste_bask"
"396","node/4298881359","韓天閣","amenity","restaurant"
"397","node/4298881360","鴉片粉圓","amenity","ice_cream"
"398","node/4298905190","松林早餐屋","amenity","restaurant"
"399","node/4325693395","Anna's Wonderland","amenity","cafe"
"400","node/4325693421","中心藥局","amenity","pharmacy"
"401","node/4325693451","古亭藥局","amenity","pharmacy"
"402","node/4325693460","吉米卡潛艇堡","amenity","restaurant"
"403","node/4325693889","12巷拉麵","amenity","restaurant"
"404","node/4325693904","新鮮小小屋","amenity","ice_cream"
"405","node/4325693911","杏一藥局","amenity","pharmacy"
"406","node/4325693916","東華藥師藥局","amenity","pharmacy"
"407","node/4325693929","泰品雲南泰式料理","amenity","restaurant"
"408","node/4325693947","甲范讚快餐便當","amenity","restaurant"
"409","node/4325694130",NA,"amenity","telephone"
"410","node/4325694131",NA,"amenity","post_box"
"411","node/4325694174","耕莘魷魚羹","amenity","restaurant"
"412","node/4325694219","麵","amenity","restaurant"
"413","node/4328118444",NA,"amenity","atm"
"414","node/4334116985","三世宮","amenity","place_of_w"
"415","node/4334127491","窗口","amenity","fast_food"
"416","node/4384257969","以利泡泡冰","amenity","ice_cream"
"417","node/4384259216","阿崗雲泰創作料理","amenity","restaurant"
"418","node/4406897385","老街窯烤Pizza","amenity","restaurant"
"419","node/4413835794",NA,"amenity","atm"
"420","node/4423146622",NA,"amenity","parking"
"421","node/4426135729",NA,"amenity","shelter"
"422","node/4492725203","幸好沒錯過你","amenity","restaurant"
"423","node/4524328174","佳醫誠藥牙醫診所","amenity","clinic"
"424","node/4524328179","倆倆號","amenity","restaurant"
"425","node/4552754840","小公館","amenity","cafe"
