id,DDH_id,name,active,x,y,address,phone
DDHTAC002,TC76,高鐵台中1站,Y,120.61566,24.11365,台中市烏日區站區二路8號 (P1汽車立體停車場),(04)3601-8532
DDHCYH001,TC82,高鐵嘉義2站,Y,120.32294,23.455513,嘉義縣太保市高鐵西路168號 (P2汽車停車場),(05)310-9185
DDHTAC003,TC74,台中機場站,N,120.599207,24.253387,台中市沙鹿區中清路42號 (B1及北側停車場),(04)2615-4805
DDHCYH002,TC83,高鐵嘉義3站,Y,120.32294,23.455513,嘉義縣太保市高鐵西路168號 (P3汽車停車場),(05)310-1130
DDHHSH001,SC27,高鐵新竹2站,Y,121.040415,24.80806,新竹縣竹北市高鐵七路6號 (P2汽車停車場),(03)6100-896
DDHTNN004,TN04,高鐵台南2站,Y,120.286268,22.92564,台南市歸仁區歸仁大道100號 (P2汽車停車場),(06)602-2162
DDHTAY002,TY37,高鐵桃園3站,Y,121.2167,25.013768,桃園市中壢區青埔里高鐵北路一段6號 (P3立體停車場區-含機車停車場),(03)261-3367
DDHHSH002,SC26,高鐵新竹1站,Y,121.040415,24.80806,新竹縣竹北市高鐵七路6號 (P1汽車停車場),(03)6118-117
DDHTPC021,TP304,饒河夜市1站,Y,121.570293,25.050493,台北市松山區八德路四段453巷14號對面,226550818
DDHTPC022,TP307,林森3站,Y,121.526573,25.059511,台北市中山區林森北路399巷60號旁,226550818
DDHTAC004,TC71,台中育強站,Y,120.692805,24.159744,台中市北區梅亭東街與育強街交叉口,226550818
DDHTPH003,TP314,蘆洲中山站,Y,121.471874,25.079567,新北市蘆洲區中山一路281巷口,226550818
DDHTPH004,TP295,土城亞東站,Y,121.454363,24.99227,新北市土城區德興街101號對面,226550818
DDHTPH005,TP159,三重高中站,Y,121.489132,25.087095,新北市三重區五華街與三信路口,(02)8287-5433
DDHTPC023,TP322,林森5站,N,121.525485,25.056093,台北市中山區林森北路308號,(02)2521-6087
DDHTPC024,TP327,士林大南站,Y,121.517651,25.089008,台北市士林區大南路323號旁停車場,226550818
DDHTPC025,TP227,新興國中站,N,121.525729,25.060693,台北市中山區林森北路477號,(02)2567-7505
DDHTPC026,TP23,復興北站,N,121.544102,25.064408,台北市中山區復興北路456號,(02)2515-2375
DDHYUL001,YL01,高鐵雲林站,Y,120.414338,23.736278,雲林縣虎尾鎮站前東路301號停車場,(05)7003-056
DDHTAC005,TC53,東海站,Y,120.592719,24.188783,台中市龍井區藝術北街68巷旁,(04)2631-3474
DDHTPH006,TP291,板橋國光2站,N,121.459703,25.018039,新北市板橋區國光路156號旁,226550818
DDHTPH007,TP290,板橋國光1站,N,121.458258,25.017767,新北市板橋區國光路76號旁,226550818
DDHTPH008,TP270,三重重陽站,Y,121.485668,25.05695,新北市三重區重陽路一段26巷10號旁,226550818
DDHTPC027,TP212,林森2站,N,121.525132,25.050898,台北市中山區林森北路125號 (長安東路一段東往西方向右轉林森北路),(02)2521-7429
DDHTPC028,TP50,林森站,N,121.525358,25.05603,台北市中山區林森北路302號,(02)2563-0299
DDHHSC001,SC31,新竹福華站,Y,120.966259,24.809958,新竹市北區中正路178號B2-B4 (福華飯店地下停車場),(03)526-7671
DDHTPC029,TP74,晴光站,N,121.524247,25.065136,台北市中山區農安街19號B1,(02)2585-9859
DDHTPC030,TP230,牯嶺2站,N,121.51907,25.02578,台北市中正區牯嶺街101號,(02)2365-7959
DDHTPC031,TP187,環南市場站,Y,121.489523,25.030162,台北市萬華區環河南路二段338號4F-5F,(02)2305-4949
DDHTAY003,TY03,機場二期站,Y,121.23312,25.076964,桃園市大園區航站南路9號(中正國際機場第二航站),(03)393-1999
DDHTAC006,TC87,台中日興站,Y,120.67404,24.1483,台中市西區台灣大道二段18號旁,226550818
DDHTAC007,TC92,台中建成站,Y,120.698975,24.155183,台中市北區興進路1號旁,226550818
DDHTAC008,TC95,台中文昌站,Y,120.636062,24.138383,台中市南屯區文昌街225巷1號旁,226550818
DDHILN001,EL07,羅東頂好站,Y,121.773832,24.677186,宜蘭縣羅東鎮站前路18號,226550818
DDHTPH009,TP323,蘆洲2站,Y,121.463006,25.091939,新北市蘆洲區三民路505號,226550818
DDHTAC009,TC104,台中精誠站,Y,120.657583,24.157772,台中市西屯區台灣大道二段609號後方停車場,(02)2655-0818
DDHTPC032,TP262,士林福林2站,Y,121.527563,25.093331,台北市士林區中山北路五段505巷口,226550818
DDHTPC033,TP318,中崙2站,N,121.540067,25.045323,台北市中山區八德路二段218巷內停車場,226550818
DDHTPC034,TP317,中崙1站,N,121.539843,25.046338,台北市中山區八德路二段214號後側停車場,226550818
DDHTPH010,TP268,新店中正站,Y,121.533781,24.981531,新北市新店區中正路480號,226550818
DDHTPC035,TP138,長春站,N,121.547647,25.054637,台北市松山區長春路445號,(02)2547-4701
DDHTPH011,TP222,板橋新府站,N,121.463637,25.012406,新北市板橋區縣民大道二段68號B5-B7,(02)2964-7471
DDHTPC036,TP171,松江2站,N,121.53229,25.055836,台北市中山區松江路170巷12號,(02)2562-7882
DDHTPC037,TP48,敦化站,N,121.55191,25.04418,台北市大安區忠孝東路四段205巷38-2號,(02)2776-9415
DDHTAC010,TC103,台中雙十站,Y,120.688193,24.152609,台中市北區雙十路二段11號後方停車場,226550818
DDHTPC038,TP332,永康5站,Y,121.530694,25.031638,台北市大安區永康街31巷19號停車場,226550818
DDHTPH012,TP294,三峽學成站,Y,121.375357,24.942782,新北市三峽區學成路258號對面停車場,226550818
DDHTPH013,TP243,蘆洲站,Y,121.467481,25.090185,新北市蘆洲區三民路256號旁,226550818
DDHTPC039,TP288,台北車站後站,N,121.517676,25.049822,台北市大同區華陰街89號,(02)2555-9057
DDHTPH014,TP315,三峽大德站,Y,121.375607,24.945599,新北市三峽區大德路181號旁停車場,226550818
DDHTPC040,TP310,士東國小站,Y,121.527079,25.113761,台北市士林區中山北路六段424號停車場,226550818
DDHTAC011,TC88,台中公益站,Y,120.650877,24.15065,台中市南屯區公益路二段51號B2-B3,(04)2327-0432
DDHTPH015,TP293,新莊副都心站,Y,121.45457,25.055066,新北市新莊區昌德街33號對面停車場,226550818
DDHILN002,EL08,宜蘭大學站,Y,121.750434,24.746579,宜蘭縣宜蘭市農權路226號旁停車場,226550818
DDHTPC041,TP301,科技大樓站,Y,121.544277,25.026503,台北市大安區復興南路二段193巷16弄旁,(02)2701-4039
DDHTPC042,TP244,士林國小站,Y,121.52458,25.094756,台北市士林區文林路437號旁 (近士林國小),226550818
DDHTAC012,TC93,台中中賓站,Y,120.683869,24.154948,台中市北區五順街122號旁,226550818
DDHTPC043,TP313,內湖民權站,Y,121.581601,25.067963,台北市內湖區民權東路六段42號B1-B2,(02)8792-9267
DDHKHH003,KS10,歡樂17站,Y,120.293004,22.710294,高雄市楠梓區軍校路與後昌路837巷口,(02)2655-0818
DDHKEL002,KE09,基隆醫院站,Y,121.74818,25.130232,基隆市信義區信二路268號,(02)2427-3870
DDHTPC044,TP286,信義3站,Y,121.530858,25.033715,台北市中正區信義路二段239號,(02)2397-5036
DDHKEL003,KE08,基隆成功站,Y,121.737396,25.127389,基隆市仁愛區成功一路88號3F-12F,(02)2433-4943
DDHILN003,EL06,宜蘭城隍廟站,Y,121.752286,24.760051,宜蘭縣宜蘭市西後街126號旁,226550818
DDHTPC045,TP273,士林社中站,Y,121.510595,25.089366,台北市士林區社中街94號旁,226550818
DDHTPC046,TP135,南港經貿站 C3,Y,121.618481,25.05836,台北市南港區經貿二路105巷左右兩邊空地 (近南港展覽館),(02)2783-6308
DDHTPC047,TP214,故宮站,Y,121.549151,25.099435,"台北市士林區至善路二段150號旁 (故宮博物院斜對面,至善天下旁)",(02)2883-9134
DDHTPC048,TP217,陽明山第二站,Y,121.545997,25.15543,台北市北投區竹子湖路 (陽明山國家公園遊客服務中心對面),(02)2655-0818
DDHTPC049,TP05,和信醫院站,Y,121.472414,25.128283,台北市北投區立德路125號B1樓,(02)2655-0818
DDHTPC050,TP215,陽明山立體站,Y,121.539109,25.154525,台北市北投區湖山路 (陽明山公園大門口旁),226550818
DDHTPC051,TP202,西松高中站,N,121.565748,25.054697,台北市松山區健康路325巷5弄11號,(02)2747-9772
DDHTAY004,TY32,龜山公所站,Y,121.33736,24.991834,桃園市龜山區中山街26號旁B1-B2,(03)350-8441
DDHTAC013,TC94,台中南平站,Y,120.666079,24.123855,台中市南區福平街66號旁,226550818
DDHTAY005,TY25,桃園大湳(加盟)站,Y,121.297973,24.958867,桃園市八德區廣福路42號,(03)363-5647
DDHILN004,EL05,宜蘭中山站,Y,121.752643,24.753168,宜蘭縣宜蘭市中山路二段518號,226550818
DDHCYC001,TC99,嘉義市府站,Y,120.396446,23.431129,"嘉義市東區中山路199號B1,B2",(05)223-9737
DDHTPH016,TP289,瑞芳站,N,121.807724,25.107095,新北市瑞芳區中正路30號對面,(02)2496-7682
DDHCYC002,TC98,嘉義榮民醫院站,Y,120.422978,23.467596,嘉義市西區世賢路二段600號,(05)284-0864
DDHTAC014,TC101,台中機場2站,Y,120.598151,24.253323,台中市沙鹿區中航路一段66號對面巷內 (台中機場對面排水溝旁小路),(04)2615-2637
DDHTAC015,TC91,台中武昌站,Y,120.668206,24.169431,台中市北區陜西路59號旁,226550818
DDHTPC052,TP182,士林社正站,Y,121.50892,25.088147,台北市士林區社中街7號旁,226550818
DDHTPC053,TP306,關渡宮站,Y,121.462792,25.119571,台北市北投區知行路183號旁 (關渡宮3分鐘路程),226550818
DDHMAL001,ML02,苗栗中正站,Y,120.823017,24.56195,苗栗縣苗栗市中正路359號旁停車場,(037)374-775
DDHTPC054,TP241,天母頂好站,Y,121.532946,25.123421,台北市士林區中山北路七段154巷6號B1,(02)2655-0818
DDHMAL002,ML03,高鐵苗栗站,Y,120.826873,24.608505,苗栗縣後龍鎮高鐵三路268號停車場,(037)248-019
DDHCHA001,TC102,高鐵彰化站,Y,120.572427,23.874321,彰化縣田中鎮站區路二段99號停車場,(04)7000-834
DDHTPC055,TP338,大直高中站,Y,121.540936,25.079313,台北市中山區北安路400巷1弄2號對面,226550818
DDHTAC016,TC57,台中美村站,Y,120.66155,24.14216,台中市西區美村路一段466號,(02)2655-0818
DDHTPH017,TP257,新店莊敬站,Y,121.534342,24.985139,新北市新店區中正路四維巷2弄2號B2 (莊敬高職對面),(02)2218-2700
DDHTPC056,TP271,建國北站,Y,121.538155,25.053078,台北市中山區南京東路三段89巷19號對面停車場,226550818
DDHTPC057,TP333,民生國小站,Y,121.553404,25.056232,台北市松山區民生東路四段80巷15弄7號B1-B4,(02)2718-9831
DDHTPC058,TP162,民權2站,Y,121.53816,25.062184,台北市中山區民權東路三段2號B2-B6,(02)2517-5486
DDHTPC059,TP164,內湖堤頂站,Y,121.568121,25.0786,台北市內湖區堤頂大道二段209號B1-B3,(02)2657-9142
DDHTAC017,TC30,台中中興站,Y,120.664468,24.152884,台中市西區英才路470巷與中港路一段199巷口,(04)2326-4084
DDHTPC060,TP254,首都飯店站,Y,121.537255,25.052791,台北市中山區建國北路二段7號B2~B4,(02)2517-4895
DDHTPC061,TP308,仁愛新生1站,Y,121.531615,25.037986,台北市中正區仁愛路二段96號停車場,226550818
DDHTPC062,TP309,仁愛新生2站,Y,121.531932,25.038002,台北市中正區仁愛路二段100號停車場,226550818
DDHTPC063,TP127,世貿站,Y,121.560727,25.034167,台北市信義區信義路五段1號B1-B2 (台北國際會議中心),(02)2729-2030
DDHTPC064,TP329,華山藝文中心站,Y,121.526413,25.045731,台北市中正區北平東路30-1號對面停車場,(02)2321-4855
DDHTAC018,TC54,台中民權站,Y,120.669624,24.149236,台中市西區民權路231號旁,(04)2301-4724
DDHTAY006,TY39,中壢藝術館站,Y,121.227478,24.958255,桃園市中壢區中美路16號B1,(03)427-0890
DDHTAY007,TY38,桃園展演中心站,Y,121.298601,25.017473,桃園市桃園區中正路1188號B1,(03)346-8925
DDHTAC019,TC89,台中東英站,Y,120.702033,24.141682,台中市東區旱溪東路一段456號旁,226550818
DDHTPC065,TP296,瑞安站,Y,121.539372,25.025526,台北市大安區和平東路二段89號旁,(02)2704-0705
DDHTPC066,TP303,敦北頂好站,Y,121.551075,25.057023,台北市松山區敦化北路199巷5號B1,226550818
DDHTAC020,TC96,台中中華站,Y,120.671767,24.140922,台中市西區中華路一段1之120號B2~B3,(04)2225-4040
DDHTPC067,TP328,首都飯店小巨蛋站,Y,121.55259,25.052078,台北市松山區南京東路四段55-1號1F~B1停車場,(02)2545-9931
DDHTAY008,TY26,桃園民族站,Y,121.308045,24.996222,桃園市桃園區新生路165號,(03)339-8325
DDHTPC068,TP316,師大2站,Y,121.526212,25.02783,台北市大安區金山南路二段222號旁,
DDHTAC021,TC97,台中萬壽站,Y,120.64988,24.146479,台中市西區向上路一段577號B1 (萬壽棒球場附屬地下停車場),(04)2471-8342
DDHTPC069,TP312,敦南2站,Y,121.549075,25.031438,台北市大安區敦化南路二段39號1樓,226550818
DDHMAL003,ML04,苗栗後站,Y,120.821016,24.57039,苗栗縣苗栗市英才路及嘉慶街交叉口,226550818
DDHTAC022,TC105,神林學府站,Y,120.651048,24.219088,台中市大雅區神林南路641巷1號對面,226550818
DDHKHH006,KS15,高雄文武站,Y,120.29822,22.620981,高雄市前金區文武三街120號旁,226550818
DDHMAL004,ML01,苗栗站,Y,120.810146,24.566568,苗栗縣苗栗市區路邊汽車收費停車格 (收費服務處：苗栗縣苗栗市至公路575號),(037)371-527
DDHMAL005,ML05,苗栗英才夜市站,Y,120.819568,24.570199,苗栗縣苗栗市育賢路及英明街交叉口,226550818
DDHHSH003,SC28,高鐵新竹3站,Y,121.040415,24.80806,新竹縣竹北市高鐵七路6號 (P3汽車停車場),(03)6118-117
DDHTAC023,TC55,台中陳平站,N,120.666138,24.184562,台中市北屯區陳平路22號旁停車場,(02)2655-0818
DDHTAC024,TC77,高鐵台中2站,Y,120.616395,24.113113,台中市烏日區站區二路8號 (P2汽車停車場),226550818
DDHCYH003,TC81,高鐵嘉義1站,Y,120.32294,23.455513,嘉義縣太保市高鐵西路168號 (P1汽車停車場),(05)310-9185
DDHCYH004,TC84,高鐵嘉義4站,Y,120.32294,23.455513,嘉義縣太保市高鐵西路168號 (P4汽車停車場),(05)310-9185
DDHTAC028,TC90,台中一心站,Y,120.70218,24.139284,台中市東區樂業路285號對面,226550818
DDHTNN005,TN03,高鐵台南1站,Y,120.286555,22.924155,台南市歸仁區歸仁大道100號 (P1汽車停車場),(06)602-2162
DDHTPC070,TP09,民權站,N,121.531597,25.061604,台北市中山區民權東路二段92巷2弄6號,(02)2655-0818
DDHTPC071,TP152,北投榮華站,N,121.521346,25.114038,台北市北投區榮華三路24巷旁空地,226550818
DDHTPC072,TP163,錦州站,N,121.536101,25.060251,台北市中山區建國北路二段196號B3,(02)2655-0818
DDHTPH018,TP178,泰山明志站,N,121.426454,25.046667,新北市泰山區明志路二段298巷2號,(02)2655-0818
DDHTPC073,TP216,陽明山花鐘站,Y,121.539881,25.156943,台北市北投區湖山路二段 (陽明山公園花鐘前),(02)2655-0818
DDHTPC075,TP220,松山工農站,N,121.570834,25.039098,台北市信義區忠孝東路五段236巷20弄10號旁,226550818
DDHTPH019,TP221,中和永安站,N,121.512064,25.002708,新北市中和區新興街15巷1號旁,(02)2655-0818
DDHTPH020,TP258,新莊新旺站,N,121.415523,25.023541,新北市新莊區中正路新旺巷26號旁,226550818
DDHTPC076,TP263,大直站,Y,121.552407,25.083909,台北市中山區敬業一路141號旁,(02)2655-0818
DDHTPC077,TP272,內湖堤頂3站,Y,121.569349,25.077463,台北市內湖區堤頂大道二段183號B3~B5,(02)2657-7538
DDHTPH021,TP277,土城頂埔站,N,121.414979,24.956572,新北市土城區中央路四段185巷5號對面,226550818
DDHTPC080,TP297,永康3站,Y,121.530203,25.032682,台北市大安區永康街13巷6號,(02)3322-4590
DDHTPC081,TP298,南昌站,N,121.517049,25.031439,台北市中正區南昌路一段56號,226550818
DDHTPC082,TP299,玉成站,Y,121.583453,25.046186,台北市南港區忠孝東路六段62號,226550818
DDHTPC083,TP300,文山光輝站,N,121.556117,24.984813,台北市文山區光輝路78巷13號,226550818
DDHTPC084,TP311,南港中南站,N,121.610572,25.053835,台北市南港區市民大道八段500~512號間停車場 (舊:中南街42巷22號),226550818
DDHTPC085,TP335,古亭站,N,121.525254,25.024122,台北市大安區羅斯福路三段17巷5號旁停車場,226550818
DDHTPH022,TP339,汐止茄苳站,Y,121.664952,25.070801,新北市汐止區茄冬路12號旁,(02)8647-7915
DDHTPH023,TP340,興南夜市站,N,121.51124,24.990922,新北市中和區興南路一段23號旁,(02)2940-1419
DDHTPC086,TP88,重慶北站,N,121.512018,25.081896,台北市士林區重慶北路四段49巷15弄56號B1,(02)2655-0818
DDHTAY010,TY35,高鐵桃園1站,Y,121.216089,25.013524,桃園市中壢區青埔里高鐵北路一段6號 (P1汽車停車場區),(03)261-3367
DDHTAY011,TY36,高鐵桃園2站,Y,121.215218,25.014247,桃園市中壢區青埔里高鐵北路一段6號 (P2汽車停車場區),(03)261-3367
DDHTPC087,TP341,青田站,Y,121.531964,25.028219,台北市大安區青田街6巷3號旁,(02)2655-0818
DDHTPH024,TP342,三重三賢站,Y,121.485981,25.086855,新北市三重區三賢街與集英路口 (家樂福斜對面),(02)2655-0818
DDHTPH025,TP344,三重仁勇站,Y,121.485453,25.0853,新北市三重區仁勇街21號旁,(02)2655-0818
DDHTPC088,TP346,西松國小站,Y,121.563877,25.053285,台北市松山區三民路38號旁,(02)2655-0818
DDHTPC089,TP348,台大北護分院站,Y,121.503647,25.041593,台北市萬華區內江街87號B1,(02)23121621
DDHTPC090,TP349,臨沂2站,Y,121.528609,25.035748,台北市中正區臨沂街69巷6號旁,(02)2655-0818
DDHTPC091,TP350,台泥大樓站,N,121.52311,25.060996,台北市中山區中山北路二段117號,(02)2655-0818
DDHTPH026,TP352,板橋英士站,Y,121.460442,25.025539,新北市板橋區英士路58巷19號旁停車場,(02)2655-0818
DDHTPC093,TP355,貴陽站,Y,121.507976,25.039177,台北市中正區貴陽街一段243之1號(中華福利站對面附設停車場)　,(02)2655-0818
DDHTPH029,TP356,安坑頂好站,Y,121.511808,24.96178,新北市新店區安康路二段136巷59號,(02)2655-0818
DDHTPC094,TP357,七星公園站,Y,121.504321,25.136581,台北市北投區光明路225號地下停車場　,(02)2891-6295
DDHTPC095,TP358,應安加盟-復興SOGO站,Y,121.543468,25.040656,台北市大安區復興南路一段180號旁,(02)2711-5027
DDHTNN007,TN08,台南安平運河站,Y,120.162646,22.998837,台南市安平區運河路13巷11號對面,(02)2655-0818　
DDHHSH006,SC34,竹北風尚咖啡館站,Y,121.025379,24.820983,新竹縣竹北市光明六路東一段225號,(02)2655-0818　
DDHTAC029,TC106,第三市場站,Y,120.683802,24.132665,台中市南區台中路118號,(02)2655-0818　
DDHTPH028,TP353,泰山泰林站,Y,121.435272,25.05806,新北市泰山區泰林路二段66號旁,(02)2655-0818　
DDHTPC096,TP337,臨沂站,N,121.530586,25.036236,台北市中正區臨沂街61巷17號旁,(02)2655-0818　
DDHCYC003,TC109,嘉義雅竹站,Y,120.473189,23.475983,嘉義市東區雅竹路76號旁,(02)2655-0818　
DDHCYC004,TC107,嘉義北港站,Y,120.433456,23.478016,嘉義市西區北港路246號對面,(02)2655-0818　
DDHCYC005,TC108,嘉義大雅站,Y,120.47115,23.477297,嘉義市東區大雅路2段495巷7號對面,(02)2655-0818　
DDHTPH030,TP347,新店力行站,N,121.538038,24.966837,新北市新店區力行路跟中華路83巷交叉口,(02)2655-0818　
DDHTPC097,TP361,長安1站,Y,121.526745,25.048653,台北市中山區長安東路一段55號旁,(02)2655-0818　
DDHTPH031,TP362,板橋中正站,Y,121.454493,25.025384,新北市板橋區中正路與新月ㄧ街交叉口(近板橋國中),(02)2655-0818　
DDHTPC098,TP334,四平站,Y,121.535932,25.052803,台北市中山區伊通街87巷與四平街134巷口,(02)2655-0818　
DDHTPC099,TP45,台北車站西站,Y,121.516096,25.048153,台北市中正區北平西路3號,(02)2361-6536
DDHTPH032,TP351,土城青雲站,N,121.459264,24.987196,新北市土城區青雲路80巷2弄7號旁,(02)2655-0818　
DDHTPH033,TP345,三重集勇站,N,121.484339,25.085806,新北市三重區集勇街86號旁,(02)2655-0818　
DDHTPH034,TP343,三重集仁站,N,121.485687,25.085785,新北市三重區集仁街116號對面(太陽公園旁),(02)2655-0818　
DDHTPH035,TP360,三重新興站,Y,121.491708,25.053593,新北市三重區新興街49號旁,(02)2655-0818　
DDHTPC100,TP359,玉成2站,Y,121.583573,25.045112,"台北市南港區玉成街149號B1-B4停車場 
",(02)2655-0818　
DDHTPC101,TP363,光華商場站 ,N,121.530411,25.044497,"台北市中正區金山北路1號停車塔(近光華商場,三創數位生活園區) ",(02)2394-7545
DDHTAY012,TY41,桃園統領站,Y,121.313228,24.992289,"桃園市桃園區中正路60號B2〔統領百貨斜對面〕 
",(02)2655-0818　
DDHHSC002,SC33,新竹林森站 ,Y,120.970209,24.801902,"新竹市東區林森路18號 
",(02)2655-0818　
DDHTPC092,TP135,南港經貿站 C4,Y,121.617013,25.06028,台北市南港區經貿二路105巷左右兩邊空地 (近南港展覽館),(02)2783-6308
DDHTPH027,TP180,板橋莒光站,Y,121.473096,25.023904,新北市板橋區莒光路132號旁,(02)2655-0818　
DDHTPH036,TP364,三重朝陽站 ,Y,121.481619,25.057746,新北市三重區疏洪東路一段與朝陽街口,(02)2821-1953
DDHTPC102,TP365,振興公園站,Y,121.52321,25.118874,台北市北投區天母西路112號,(02)2821-1953
